#OUT: 9 9 A C://Users/aangu/Documents/Obbard_proj/FINAL_OUT/F1_noparents.txt
Version: 4
Populations:
p3 0 S 0
p4 7000 S 0.492857
p21 2 S 0.5
p22 2 S 0.5
p23 2 S 0.5
p24 2 S 0.5
p25 2 S 0.5
p26 2 S 0.5
p27 2 S 0.5
p28 2 S 0.5
p29 2 S 0.5
p210 2 S 0.5
p211 2 S 0.5
p212 2 S 0.5
p213 2 S 0.5
p214 2 S 0.5
p215 2 S 0.5
p216 2 S 0.5
p217 2 S 0.5
p218 2 S 0.5
p219 2 S 0.5
p220 2 S 0.5
p221 2 S 0.5
p222 2 S 0.5
p223 2 S 0.5
p224 2 S 0.5
p225 2 S 0.5
p226 2 S 0.5
p227 2 S 0.5
p228 2 S 0.5
p229 2 S 0.5
p230 2 S 0.5
p231 2 S 0.5
p232 2 S 0.5
p233 2 S 0.5
p234 2 S 0.5
p235 2 S 0.5
p236 2 S 0.5
p237 2 S 0.5
p238 2 S 0.5
p239 2 S 0.5
p240 2 S 0.5
p241 2 S 0.5
p242 2 S 0.5
p243 2 S 0.5
p244 2 S 0.5
p245 2 S 0.5
p246 2 S 0.5
p247 2 S 0.5
p248 2 S 0.5
p249 2 S 0.5
p250 2 S 0.5
p251 2 S 0.5
p252 2 S 0.5
p253 2 S 0.5
p254 2 S 0.5
p255 2 S 0.5
p256 2 S 0.5
p257 2 S 0.5
p258 2 S 0.5
p259 2 S 0.5
p260 2 S 0.5
p261 2 S 0.5
p262 2 S 0.5
p263 2 S 0.5
p264 2 S 0.5
p265 2 S 0.5
p266 2 S 0.5
p267 2 S 0.5
p268 2 S 0.5
p269 2 S 0.5
p270 2 S 0.5
p271 2 S 0.5
p272 2 S 0.5
p273 2 S 0.5
p274 2 S 0.5
p275 2 S 0.5
p276 2 S 0.5
p277 2 S 0.5
p278 2 S 0.5
p279 2 S 0.5
p280 2 S 0.5
p281 2 S 0.5
p282 2 S 0.5
p283 2 S 0.5
p284 2 S 0.5
p285 2 S 0.5
p286 2 S 0.5
p287 2 S 0.5
p288 2 S 0.5
p289 2 S 0.5
p290 2 S 0.5
p291 2 S 0.5
p292 2 S 0.5
p293 2 S 0.5
p294 2 S 0.5
p295 2 S 0.5
p296 2 S 0.5
p297 2 S 0.5
p298 2 S 0.5
p299 2 S 0.5
p2100 2 S 0.5
p2101 2 S 0.5
p2102 2 S 0.5
p2103 2 S 0.5
p2104 2 S 0.5
p2105 2 S 0.5
p2106 2 S 0.5
p2107 2 S 0.5
p2108 2 S 0.5
p2109 2 S 0.5
p2110 2 S 0.5
p2111 2 S 0.5
p2112 2 S 0.5
p2113 2 S 0.5
p2114 2 S 0.5
p2115 2 S 0.5
p2116 2 S 0.5
p2117 2 S 0.5
p2118 2 S 0.5
p2119 2 S 0.5
p2120 2 S 0.5
p2121 2 S 0.5
p2122 2 S 0.5
p2123 2 S 0.5
p2124 2 S 0.5
p2125 2 S 0.5
p2126 2 S 0.5
p2127 2 S 0.5
p2128 2 S 0.5
p2129 2 S 0.5
p2130 2 S 0.5
p2131 2 S 0.5
p2132 2 S 0.5
p2133 2 S 0.5
p2134 2 S 0.5
p2135 2 S 0.5
p2136 2 S 0.5
p2137 2 S 0.5
p2138 2 S 0.5
p2139 2 S 0.5
p2140 2 S 0.5
p2141 2 S 0.5
p2142 2 S 0.5
p2143 2 S 0.5
p2144 2 S 0.5
p2145 2 S 0.5
p2146 2 S 0.5
p2147 2 S 0.5
p2148 2 S 0.5
p2149 2 S 0.5
p2150 2 S 0.5
p2151 2 S 0.5
p2152 2 S 0.5
p2153 2 S 0.5
p2154 2 S 0.5
p2155 2 S 0.5
p2156 2 S 0.5
p2157 2 S 0.5
p2158 2 S 0.5
p2159 2 S 0.5
p2160 2 S 0.5
p2161 2 S 0.5
p2162 2 S 0.5
p2163 2 S 0.5
p2164 2 S 0.5
p2165 2 S 0.5
p2166 2 S 0.5
p2167 2 S 0.5
p2168 2 S 0.5
p2169 2 S 0.5
p2170 2 S 0.5
p2171 2 S 0.5
p2172 2 S 0.5
p2173 2 S 0.5
p2174 2 S 0.5
p2175 2 S 0.5
p2176 2 S 0.5
p2177 2 S 0.5
p2178 2 S 0.5
p2179 2 S 0.5
p2180 2 S 0.5
p2181 2 S 0.5
p2182 2 S 0.5
p2183 2 S 0.5
p2184 2 S 0.5
p2185 2 S 0.5
p2186 2 S 0.5
p2187 2 S 0.5
p2188 2 S 0.5
p2189 2 S 0.5
p2190 2 S 0.5
p2191 2 S 0.5
p2192 2 S 0.5
p2193 2 S 0.5
p2194 2 S 0.5
p2195 2 S 0.5
p2196 2 S 0.5
p2197 2 S 0.5
p2198 2 S 0.5
p2199 2 S 0.5
p2200 2 S 0.5
p2201 2 S 0.5
p2202 2 S 0.5
p2203 2 S 0.5
p2204 2 S 0.5
p2205 2 S 0.5
p2206 2 S 0.5
p2207 2 S 0.5
p2208 2 S 0.5
p2209 2 S 0.5
p2210 2 S 0.5
p2211 2 S 0.5
p2212 2 S 0.5
p2213 2 S 0.5
p2214 2 S 0.5
p2215 2 S 0.5
p2216 2 S 0.5
p2217 2 S 0.5
p2218 2 S 0.5
p2219 2 S 0.5
p2220 2 S 0.5
p2221 2 S 0.5
p2222 2 S 0.5
p2223 2 S 0.5
p2224 2 S 0.5
p2225 2 S 0.5
p2226 2 S 0.5
p2227 2 S 0.5
p2228 2 S 0.5
p2229 2 S 0.5
p2230 2 S 0.5
p2231 2 S 0.5
p2232 2 S 0.5
p2233 2 S 0.5
p2234 2 S 0.5
p2235 2 S 0.5
p2236 2 S 0.5
p2237 2 S 0.5
p2238 2 S 0.5
p2239 2 S 0.5
p2240 2 S 0.5
p2241 2 S 0.5
p2242 2 S 0.5
p2243 2 S 0.5
p2244 2 S 0.5
p2245 2 S 0.5
p2246 2 S 0.5
p2247 2 S 0.5
p2248 2 S 0.5
p2249 2 S 0.5
p2250 2 S 0.5
p2251 2 S 0.5
p2252 2 S 0.5
p2253 2 S 0.5
p2254 2 S 0.5
p2255 2 S 0.5
p2256 2 S 0.5
p2257 2 S 0.5
p2258 2 S 0.5
p2259 2 S 0.5
p2260 2 S 0.5
p2261 2 S 0.5
p2262 2 S 0.5
p2263 2 S 0.5
p2264 2 S 0.5
p2265 2 S 0.5
p2266 2 S 0.5
p2267 2 S 0.5
p2268 2 S 0.5
p2269 2 S 0.5
p2270 2 S 0.5
p2271 2 S 0.5
p2272 2 S 0.5
p2273 2 S 0.5
p2274 2 S 0.5
p2275 2 S 0.5
p2276 2 S 0.5
p2277 2 S 0.5
p2278 2 S 0.5
p2279 2 S 0.5
p2280 2 S 0.5
p2281 2 S 0.5
p2282 2 S 0.5
p2283 2 S 0.5
p2284 2 S 0.5
p2285 2 S 0.5
p2286 2 S 0.5
p2287 2 S 0.5
p2288 2 S 0.5
p2289 2 S 0.5
p2290 2 S 0.5
p2291 2 S 0.5
p2292 2 S 0.5
p2293 2 S 0.5
p2294 2 S 0.5
p2295 2 S 0.5
p2296 2 S 0.5
p2297 2 S 0.5
p2298 2 S 0.5
p2299 2 S 0.5
p2300 2 S 0.5
p2301 2 S 0.5
p2302 2 S 0.5
p2303 2 S 0.5
p2304 2 S 0.5
p2305 2 S 0.5
p2306 2 S 0.5
p2307 2 S 0.5
p2308 2 S 0.5
p2309 2 S 0.5
p2310 2 S 0.5
p2311 2 S 0.5
p2312 2 S 0.5
p2313 2 S 0.5
p2314 2 S 0.5
p2315 2 S 0.5
p2316 2 S 0.5
p2317 2 S 0.5
p2318 2 S 0.5
p2319 2 S 0.5
p2320 2 S 0.5
p2321 2 S 0.5
p2322 2 S 0.5
p2323 2 S 0.5
p2324 2 S 0.5
p2325 2 S 0.5
p2326 2 S 0.5
p2327 2 S 0.5
p2328 2 S 0.5
p2329 2 S 0.5
p2330 2 S 0.5
p2331 2 S 0.5
p2332 2 S 0.5
p2333 2 S 0.5
p2334 2 S 0.5
p2335 2 S 0.5
p2336 2 S 0.5
p2337 2 S 0.5
p2338 2 S 0.5
p2339 2 S 0.5
p2340 2 S 0.5
p2341 2 S 0.5
p2342 2 S 0.5
p2343 2 S 0.5
p2344 2 S 0.5
p2345 2 S 0.5
p2346 2 S 0.5
p2347 2 S 0.5
p2348 2 S 0.5
p2349 2 S 0.5
p2350 2 S 0.5
p2351 2 S 0.5
p2352 2 S 0.5
p2353 2 S 0.5
p2354 2 S 0.5
p2355 2 S 0.5
p2356 2 S 0.5
p2357 2 S 0.5
p2358 2 S 0.5
p2359 2 S 0.5
p2360 2 S 0.5
p2361 2 S 0.5
p2362 2 S 0.5
p2363 2 S 0.5
p2364 2 S 0.5
p2365 2 S 0.5
p2366 2 S 0.5
p2367 2 S 0.5
p2368 2 S 0.5
p2369 2 S 0.5
p2370 2 S 0.5
p2371 2 S 0.5
p2372 2 S 0.5
p2373 2 S 0.5
p2374 2 S 0.5
p2375 2 S 0.5
p2376 2 S 0.5
p2377 2 S 0.5
p2378 2 S 0.5
p2379 2 S 0.5
p2380 2 S 0.5
p2381 2 S 0.5
p2382 2 S 0.5
p2383 2 S 0.5
p2384 2 S 0.5
p2385 2 S 0.5
p2386 2 S 0.5
p2387 2 S 0.5
p2388 2 S 0.5
p2389 2 S 0.5
p2390 2 S 0.5
p2391 2 S 0.5
p2392 2 S 0.5
p2393 2 S 0.5
p2394 2 S 0.5
p2395 2 S 0.5
p2396 2 S 0.5
p2397 2 S 0.5
p2398 2 S 0.5
p2399 2 S 0.5
p2400 2 S 0.5
p2401 2 S 0.5
p2402 2 S 0.5
p2403 2 S 0.5
p2404 2 S 0.5
p2405 2 S 0.5
p2406 2 S 0.5
p2407 2 S 0.5
p2408 2 S 0.5
p2409 2 S 0.5
p2410 2 S 0.5
p2411 2 S 0.5
p2412 2 S 0.5
p2413 2 S 0.5
p2414 2 S 0.5
p2415 2 S 0.5
p2416 2 S 0.5
p2417 2 S 0.5
p2418 2 S 0.5
p2419 2 S 0.5
p2420 2 S 0.5
p2421 2 S 0.5
p2422 2 S 0.5
p2423 2 S 0.5
p2424 2 S 0.5
p2425 1 S 0
p2426 2 S 0.5
p2427 2 S 0.5
p2428 2 S 0.5
p2429 2 S 0.5
p2430 2 S 0.5
p2431 2 S 0.5
p2432 2 S 0.5
p2433 2 S 0.5
p2434 2 S 0.5
p2435 2 S 0.5
p2436 2 S 0.5
p2437 2 S 0.5
p2438 2 S 0.5
p2439 2 S 0.5
p2440 2 S 0.5
p2441 2 S 0.5
p2442 2 S 0.5
p2443 2 S 0.5
p2444 2 S 0.5
p2445 2 S 0.5
p2446 2 S 0.5
p2447 2 S 0.5
p2448 2 S 0.5
p2449 2 S 0.5
p2450 2 S 0.5
p2451 2 S 0.5
p2452 2 S 0.5
p2453 2 S 0.5
p2454 2 S 0.5
p2455 2 S 0.5
p2456 2 S 0.5
p2457 2 S 0.5
p2458 2 S 0.5
p2459 2 S 0.5
p2460 1 S 0
p2461 2 S 0.5
p2462 2 S 0.5
p2463 2 S 0.5
p2464 2 S 0.5
p2465 2 S 0.5
p2466 2 S 0.5
p2467 2 S 0.5
p2468 2 S 0.5
p2469 2 S 0.5
p2470 2 S 0.5
p2471 2 S 0.5
p2472 2 S 0.5
p2473 2 S 0.5
p2474 2 S 0.5
p2475 2 S 0.5
p2476 2 S 0.5
p2477 2 S 0.5
p2478 2 S 0.5
p2479 2 S 0.5
p2480 2 S 0.5
p2481 2 S 0.5
p2482 2 S 0.5
p2483 2 S 0.5
p2484 2 S 0.5
p2485 2 S 0.5
p2486 2 S 0.5
p2487 2 S 0.5
p2488 2 S 0.5
p2489 2 S 0.5
p2490 2 S 0.5
p2491 2 S 0.5
p2492 2 S 0.5
p2493 2 S 0.5
p2494 2 S 0.5
p2495 2 S 0.5
p2496 2 S 0.5
p2497 2 S 0.5
p2498 2 S 0.5
p2499 2 S 0.5
p2500 2 S 0.5
Mutations:
1 184 m1 12781 -1.45555092e-07 0.5 p1 34 780
2 331 m1 46938 -2.4972047e-05 0.5 p1 59 435
9 595 m1 16964 -0.0047576935 0.5 p1 108 153
13 908 m1 32650 -0.0106423097 0.5 p1 166 48
7 962 m1 39034 -0.00208662776 0.5 p1 178 43
18 1069 m1 56580 -0.0160429664 0.5 p1 203 6
3 1387 m1 24090 -0.000594686891 0.5 p1 267 113
10 1464 m1 43341 -0.00845694356 0.5 p1 282 160
6 1648 m1 71042 -0.00286462973 0.5 p1 315 211
4 1672 m1 32876 -1.4012177e-07 0.5 p1 322 57
15 1740 m1 39972 -0.00128979061 0.5 p1 340 167
5 1761 m1 86046 -0.00237103226 0.5 p1 343 145
12 1782 m1 27545 -9.92951381e-13 0.5 p1 347 35
17 2060 m1 16972 -1.30507851e-05 0.5 p1 399 15
0 2070 m1 6645 -5.77883293e-05 0.5 p1 402 57
19 2080 m1 93534 -0.00231141038 0.5 p1 403 30
20 2091 m1 36284 -0.0227939803 0.5 p1 406 16
26 2180 m1 31950 -3.42993065e-11 0.5 p1 422 14
24 2326 m1 44214 -0.00405310281 0.5 p1 454 35
31 2344 m1 87104 -0.0583002605 0.5 p1 457 1
23 2373 m1 28384 -0.00612545479 0.5 p1 463 19
